9.540000000000000000e+02,4.915094339622641861e+00,4.000000000000000000e+00,8.000000000000000000e+01,2.559094551282051211e-01,1.257000000000000000e+03
4.030000000000000000e+02,4.945409429280396729e+00,2.000000000000000000e+00,0.000000000000000000e+00,4.681162068335464888e-01,0.000000000000000000e+00
4.640000000000000000e+02,5.252155172413792705e+00,7.000000000000000000e+00,2.700000000000000000e+01,3.517670157068062964e-01,6.530000000000000000e+02
5.220000000000000000e+02,5.241379310344827402e+00,5.000000000000000000e+00,7.900000000000000000e+01,2.827557311306637677e-01,1.084000000000000000e+03
3.880000000000000000e+02,6.051546391752577136e+00,5.000000000000000000e+00,2.800000000000000000e+01,2.653138154174781715e-01,2.330000000000000000e+02
9.590000000000000000e+02,5.552659019812304919e+00,1.400000000000000000e+01,2.700000000000000000e+01,3.529939951736910109e-01,4.470000000000000000e+02
1.062000000000000000e+03,4.869114877589454160e+00,3.000000000000000000e+00,7.200000000000000000e+01,2.344726203601616987e-01,7.000000000000000000e+01
4.569000000000000000e+03,4.692930619391551872e+00,2.000000000000000000e+00,1.050000000000000000e+02,1.989004457652303048e-01,1.951000000000000000e+03
7.340000000000000000e+02,5.401907356948228767e+00,7.000000000000000000e+00,2.400000000000000000e+01,2.986860628812764151e-01,6.170000000000000000e+02
7.350000000000000000e+02,6.221768707482993044e+00,1.600000000000000000e+01,7.000000000000000000e+01,1.908479668989976064e-01,1.257000000000000000e+03
1.078000000000000000e+03,5.384044526901670125e+00,1.800000000000000000e+01,8.600000000000000000e+01,2.298315256462351019e-01,6.000000000000000000e+02
1.551000000000000000e+03,4.880722114764667552e+00,6.000000000000000000e+00,1.380000000000000000e+02,1.971663105813561134e-01,1.544000000000000000e+03
8.160000000000000000e+02,4.806372549019608087e+00,4.000000000000000000e+00,2.500000000000000000e+01,3.251993067590988051e-01,7.000000000000000000e+01
3.850000000000000000e+02,5.784415584415584455e+00,4.000000000000000000e+00,2.400000000000000000e+01,3.258245311489545437e-01,5.220000000000000000e+02
1.016000000000000000e+03,4.699803149606299080e+00,8.000000000000000000e+00,1.500000000000000000e+02,1.545821815862215565e-01,1.750000000000000000e+02
4.410000000000000000e+02,4.004535147392290106e+00,2.000000000000000000e+00,9.500000000000000000e+01,2.647657841140529378e-01,5.680000000000000000e+02
6.340000000000000000e+02,5.536277602523659525e+00,1.300000000000000000e+01,1.200000000000000000e+01,3.402147673353866919e-01,3.390000000000000000e+02
1.499000000000000000e+03,5.166110740493662590e+00,9.000000000000000000e+00,4.900000000000000000e+01,3.089346937089512135e-01,9.480000000000000000e+02
6.270000000000000000e+02,5.625199362041467310e+00,7.000000000000000000e+00,4.400000000000000000e+01,3.131171522613677705e-01,7.840000000000000000e+02
2.050000000000000000e+02,5.370731707317073500e+00,5.000000000000000000e+00,3.900000000000000000e+01,2.646418270645711779e-01,2.950000000000000000e+02
6.800000000000000000e+02,4.944117647058823728e+00,1.500000000000000000e+01,4.600000000000000000e+01,2.351268821733178971e-01,4.160000000000000000e+02
3.359000000000000000e+03,6.318547186662697435e+00,4.000000000000000000e+00,5.900000000000000000e+01,2.201291192908074734e-01,3.710000000000000000e+02
8.270000000000000000e+02,5.717049576783555409e+00,8.000000000000000000e+00,4.400000000000000000e+01,2.586817149726192144e-01,6.800000000000000000e+02
1.360200000000000000e+04,4.130201440964563986e+00,6.000000000000000000e+00,5.100000000000000000e+01,7.740165622623126906e-02,2.050000000000000000e+02
7.610000000000000000e+02,5.459921156373193085e+00,2.200000000000000000e+01,1.700000000000000000e+01,3.591932872074193872e-01,5.930000000000000000e+02
6.740000000000000000e+02,5.369436201780415807e+00,1.200000000000000000e+01,5.800000000000000000e+01,3.335332134052901853e-01,1.022000000000000000e+03
6.490000000000000000e+02,5.608628659476116773e+00,4.000000000000000000e+00,7.100000000000000000e+01,2.106607747013740373e-01,4.400000000000000000e+02
8.090000000000000000e+02,5.186650185414091396e+00,1.300000000000000000e+01,2.700000000000000000e+01,3.731617647058823595e-01,4.230000000000000000e+02
1.390000000000000000e+03,6.264028776978417312e+00,4.000000000000000000e+00,2.800000000000000000e+01,2.974599171320482793e-01,2.160000000000000000e+02
3.774000000000000000e+03,5.684949655537891111e+00,1.400000000000000000e+01,6.300000000000000000e+01,2.795505551179346959e-01,7.330000000000000000e+02
1.095000000000000000e+03,5.861187214611872420e+00,1.200000000000000000e+01,3.600000000000000000e+01,2.909440461409060208e-01,1.013000000000000000e+03
3.580000000000000000e+02,5.472067039106145003e+00,8.000000000000000000e+00,2.300000000000000000e+01,2.960490985807441300e-01,4.460000000000000000e+02
1.921000000000000000e+03,3.448204060385215985e+00,4.000000000000000000e+00,8.600000000000000000e+01,2.576849988821819926e-01,8.360000000000000000e+02
2.400000000000000000e+03,5.492916666666666892e+00,1.100000000000000000e+01,5.400000000000000000e+01,2.252825983123706299e-01,1.193000000000000000e+03
5.160000000000000000e+02,5.374031007751938205e+00,4.000000000000000000e+00,1.110000000000000000e+02,2.308374996302103299e-01,8.900000000000000000e+02
6.440000000000000000e+02,5.864906832298136585e+00,6.000000000000000000e+00,9.000000000000000000e+00,3.599967648010352628e-01,1.790000000000000000e+02
8.630000000000000000e+02,8.426419466975666239e+00,3.000000000000000000e+00,3.600000000000000000e+01,2.210793804453049238e-01,7.160000000000000000e+02
7.530000000000000000e+02,5.759628154050465021e+00,4.000000000000000000e+00,1.900000000000000000e+01,3.244051665533650430e-01,5.250000000000000000e+02
7.760000000000000000e+02,5.275773195876288568e+00,9.000000000000000000e+00,2.800000000000000000e+01,2.339142091152814906e-01,7.060000000000000000e+02
2.875000000000000000e+03,6.218086956521738706e+00,1.200000000000000000e+01,1.200000000000000000e+01,2.311323210412147555e-01,1.080000000000000000e+02
8.990000000000000000e+02,5.258064516129032029e+00,2.000000000000000000e+00,7.900000000000000000e+01,3.164420252289614766e-01,9.580000000000000000e+02
6.580000000000000000e+02,5.363221884498480030e+00,1.100000000000000000e+01,2.700000000000000000e+01,3.906454903103598886e-01,3.650000000000000000e+02
1.982000000000000000e+03,5.052976791120080691e+00,8.000000000000000000e+00,2.140000000000000000e+02,2.590489709013484854e-01,3.915000000000000000e+03
7.280000000000000000e+02,5.495879120879120450e+00,4.000000000000000000e+00,3.300000000000000000e+01,2.106662064204349316e-01,7.280000000000000000e+02
8.520000000000000000e+02,5.623239436619718035e+00,1.000000000000000000e+01,8.500000000000000000e+01,2.935302761972945484e-01,1.170000000000000000e+03
6.680000000000000000e+02,5.254491017964071808e+00,5.000000000000000000e+00,3.500000000000000000e+01,2.704300512713194715e-01,6.100000000000000000e+02
2.237000000000000000e+03,5.561019222172552290e+00,5.000000000000000000e+00,3.810000000000000000e+02,2.880110326806873400e-01,1.136800000000000000e+04
5.340000000000000000e+02,5.222846441947565310e+00,1.400000000000000000e+01,4.100000000000000000e+01,3.079311992355470706e-01,3.920000000000000000e+02
7.390000000000000000e+02,5.389715832205683732e+00,4.000000000000000000e+00,6.000000000000000000e+01,2.441546197360150716e-01,8.030000000000000000e+02
9.250000000000000000e+02,5.738378378378378386e+00,9.000000000000000000e+00,1.090000000000000000e+02,1.934931506849315030e-01,1.483000000000000000e+03
2.463000000000000000e+03,5.300446609825415933e+00,4.000000000000000000e+00,1.990000000000000000e+02,3.022530783337699645e-01,6.821000000000000000e+03
1.245000000000000000e+03,4.999196787148594723e+00,7.000000000000000000e+00,1.200000000000000000e+01,3.122481163483441513e-01,4.110000000000000000e+02
1.036000000000000000e+03,5.657335907335907521e+00,5.000000000000000000e+00,4.700000000000000000e+01,3.404645797283833986e-01,9.530000000000000000e+02
7.210000000000000000e+02,5.142857142857143238e+00,7.000000000000000000e+00,4.300000000000000000e+01,3.190244407622203626e-01,8.390000000000000000e+02
2.083000000000000000e+03,5.561689870379260547e+00,7.000000000000000000e+00,3.500000000000000000e+02,2.819477842665750744e-01,1.065500000000000000e+04
1.630000000000000000e+03,4.874233128834355888e+00,4.000000000000000000e+00,2.090000000000000000e+02,1.776571211723151356e-01,1.276000000000000000e+03
2.540000000000000000e+02,5.996062992125984259e+00,5.000000000000000000e+00,2.400000000000000000e+01,2.809152563858781648e-01,1.372000000000000000e+03
8.140000000000000000e+02,5.249385749385749200e+00,5.000000000000000000e+00,1.800000000000000000e+02,2.409423876460106972e-01,1.976000000000000000e+03
4.403000000000000000e+03,4.871678401090165700e+00,6.000000000000000000e+00,1.460000000000000000e+02,2.463867514218802401e-01,1.815000000000000000e+03
1.427000000000000000e+03,4.985283812193412878e+00,5.000000000000000000e+00,1.510000000000000000e+02,1.816512851046938604e-01,8.270000000000000000e+02
1.807000000000000000e+03,5.450470392916436424e+00,2.000000000000000000e+01,1.250000000000000000e+02,1.974332744350413837e-01,8.030000000000000000e+02
2.766000000000000000e+03,5.096529284164859064e+00,7.800000000000000000e+01,7.600000000000000000e+01,3.919031871206890560e-01,1.901000000000000000e+03
1.095000000000000000e+03,5.544292237442922655e+00,3.000000000000000000e+00,5.400000000000000000e+01,2.633064392428751121e-01,1.154000000000000000e+03
6.650000000000000000e+02,6.097744360902255245e+00,1.400000000000000000e+01,1.500000000000000000e+01,2.588699843214679608e-01,6.880000000000000000e+02
